sistema,zona_carga,clave,nombre,municipio
BCA,ENSENADA,07ACU-115,Acueducto La Mision,ENSENADA
BCA,ENSENADA,07AUE-115,Aguas Ensenada,ENSENADA
BCA,ENSENADA,07CIP-115,Cipres,ENSENADA
BCA,ENSENADA,07CME-115,Cemex,ENSENADA
BCA,ENSENADA,07COE-115,Colonet,ENSENADA
BCA,ENSENADA,07EDA-115,Ensenada,ENSENADA
BCA,ENSENADA,07ENT-115,Entronque San Felipe,ENSENADA
BCA,ENSENADA,07EPC-115,Cementera Punta China,ENSENADA
BCA,ENSENADA,07FMO-115,Fabrica Monterrey,ENSENADA
BCA,ENSENADA,07GLL-115,Gallo,ENSENADA
BCA,ENSENADA,07JAT-115,Jatay,ENSENADA
BCA,ENSENADA,07JOV-230,La Jovita,ENSENADA
BCA,ENSENADA,07LOS-115,Lomas,ENSENADA
BCA,ENSENADA,07MND-115,Maneadero,ENSENADA
BCA,ENSENADA,07ONG-69,Ojos Negros,ENSENADA
BCA,ENSENADA,07SAF-115,San Felipe,MEXICALI
BCA,ENSENADA,07SAZ-115,Sauzal,ENSENADA
BCA,ENSENADA,07SMA-115,Maniobras San Matias,ENSENADA
BCA,ENSENADA,07SMN-115,San Simon,ENSENADA
BCA,ENSENADA,07SQN-115,San Quintin,ENSENADA
BCA,ENSENADA,07SVE-115,San Vicente,ENSENADA
BCA,ENSENADA,07TRI-115,Valle de Trinidad,ENSENADA
BCA,ENSENADA,07VLP-69,Valle de Guadalupe,ENSENADA
BCA,MEXICALI,07APD-230,Aeropuerto Dos,MEXICALI
BCA,MEXICALI,07CFP-400,Puerto Peñasco 400kV,PUERTO PEÑASCO
BCA,MEXICALI,07CNT-230,Centenario,MEXICALI
BCA,MEXICALI,07CNZ-161,Carranza,MEXICALI
BCA,MEXICALI,07CPC-161,Cerro Prieto Cuatro,MEXICALI
BCA,MEXICALI,07CPD-230,Cerro Prieto Dos,MEXICALI
BCA,MEXICALI,07CPT-230,Cerro Prieto Tres,MEXICALI
BCA,MEXICALI,07CPU-161,Cerro Prieto Uno,MEXICALI
BCA,MEXICALI,07CRO-161,Centro,MEXICALI
BCA,MEXICALI,07CSC-230,Compañia Siderurgica California,MEXICALI
BCA,MEXICALI,07CTY-161,Cetys,MEXICALI
BCA,MEXICALI,07CTY-230,Cetys,MEXICALI
BCA,MEXICALI,07FEV-161,FEVISA,MEXICALI
BCA,MEXICALI,07GOR-161,Gonzalez Ortega,MEXICALI
BCA,MEXICALI,07GWY-161,Maniobras Gateway,MEXICALI
BCA,MEXICALI,07KCH-161,Cachanilla,MEXICALI
BCA,MEXICALI,07LMA-161,Libramiento Maniobras,MEXICALI
BCA,MEXICALI,07LMA-230,Libramiento Maniobras,MEXICALI
BCA,MEXICALI,07MCI-161,Combustion Interna Mexicali Oriente,MEXICALI
BCA,MEXICALI,07MCI-230,Combustion Interna Mexicali Oriente,MEXICALI
BCA,MEXICALI,07MOE-161,Mexican Oriente,MEXICALI
BCA,MEXICALI,07MXI-161,Mexicali Dos,MEXICALI
BCA,MEXICALI,07MXI-230,Mexicali Dos,MEXICALI
BCA,MEXICALI,07NZI-161,Nacozari,MEXICALI
BCA,MEXICALI,07OZA-230,Orizaba,MEXICALI
BCA,MEXICALI,07PKD-161,Packard,MEXICALI
BCA,MEXICALI,07RIN-161,Rio Nuevo,MEXICALI
BCA,MEXICALI,07ROA-230,Rosita,MEXICALI
BCA,MEXICALI,07RUM-69,Rumorosa,TECATE
BCA,MEXICALI,07SIS-161,Santa Isabel,MEXICALI
BCA,MEXICALI,07SKW-161,Skyworks,MEXICALI
BCA,MEXICALI,07STB-230,Sanchez Taboada,MEXICALI
BCA,MEXICALI,07TEK-230,Tecnologico,MEXICALI
BCA,MEXICALI,07TUG-161,Turbogas Gonzalez Ortega,MEXICALI
BCA,MEXICALI,07VPA-230,Valle de Puebla,MEXICALI
BCA,MEXICALI,07WIS-230,Wisteria,MEXICALI
BCA,MEXICALI,07XCO-230,Xochimilco,MEXICALI
BCA,SANLUIS,07CHQ-230,Chapultepec,SAN LUIS RIO COLORADO
BCA,SANLUIS,07CIA-230,Combustion Interna Altar,SAN LUIS RIO COLORADO
BCA,SANLUIS,07HGO-161,Hidalgo,SAN LUIS RIO COLORADO
BCA,SANLUIS,07LRC-230,Ciclo Combiando San Luis Rio Colorado,SAN LUIS RIO COLORADO
BCA,SANLUIS,07PID-161,Parque Industrial,SAN LUIS RIO COLORADO
BCA,SANLUIS,07PID-230,Parque Industrial,SAN LUIS RIO COLORADO
BCA,SANLUIS,07RZC-161,Ruiz Cortinez,MEXICALI
BCA,SANLUIS,07SRY-230,San Luis Rey,SAN LUIS RIO COLORADO
BCA,TIJUANA,07BJO-69,Bajio,TIJUANA
BCA,TIJUANA,07CAE-69,Carga particular en linea de transmision MEP-63720-DRA,TIJUANA
BCA,TIJUANA,07CES-69,Carga particular en linea de transmision MEP-63480-TJI,TIJUANA
BCA,TIJUANA,07CNA-69,Cardenas,TIJUANA
BCA,TIJUANA,07DRA-69,Durazno,TIJUANA
BCA,TIJUANA,07END-69,Encinal Dos,TECATE
BCA,TIJUANA,07ENL-69,Encinal,TECATE
BCA,TIJUANA,07FCO-69,Francisco Villa,TIJUANA
BCA,TIJUANA,07FIM-69,Fisher Maniobras,TIJUANA
BCA,TIJUANA,07FLO-69,El Florido,TIJUANA
BCA,TIJUANA,07FOR-69,Formosa,TIJUANA
BCA,TIJUANA,07FTA-69,Frontera,TIJUANA
BCA,TIJUANA,07GER-69,Guerrero,TIJUANA
BCA,TIJUANA,07HMO-69,Hipodromo,TIJUANA
BCA,TIJUANA,07HRA-69,Herradura,TIJUANA
BCA,TIJUANA,07HUN-69,Hunter,TIJUANA
BCA,TIJUANA,07INA-69,Industrial,TIJUANA
BCA,TIJUANA,07IOP-69,P. I. Otay Matamoros,TIJUANA
BCA,TIJUANA,07JOY-115,La Joya,PLAYAS DE ROSARITO
BCA,TIJUANA,07LGO-69,Lago,TIJUANA
BCA,TIJUANA,07LMS-69,La Mesa,TIJUANA
BCA,TIJUANA,07MAB-69,Mabamex,TIJUANA
BCA,TIJUANA,07MEP-230,Metropoli Potencia,TIJUANA
BCA,TIJUANA,07MEP-69,Metropoli Potencia,TIJUANA
BCA,TIJUANA,07MIS-230,Maniobras Parque Industrial Sur,TIJUANA
BCA,TIJUANA,07MSN-115,Mision,ENSENADA
BCA,TIJUANA,07MXC-69,Mexico,TIJUANA
BCA,TIJUANA,07NEL-69,Nellcor,TIJUANA
BCA,TIJUANA,07PAF-69,Pacifico,TIJUANA
BCA,TIJUANA,07PAP-69,Panamericana Potencia,TIJUANA
BCA,TIJUANA,07PJZ-115,Presidente Juarez,PLAYAS DE ROSARITO
BCA,TIJUANA,07PJZ-230,Presidente Juarez,PLAYAS DE ROSARITO
BCA,TIJUANA,07PNM-115,Panamericana,TIJUANA
BCA,TIJUANA,07PNU-115,Puerto Nuevo,PLAYAS DE ROSARITO
BCA,TIJUANA,07POP-115,Popotla,PLAYAS DE ROSARITO
BCA,TIJUANA,07RII-69,Rio,TIJUANA
BCA,TIJUANA,07RSI-69,RSI Home Product,TIJUANA
BCA,TIJUANA,07RUB-69,Rubi,TIJUANA
BCA,TIJUANA,07SED-69,SEDUE,TIJUANA
BCA,TIJUANA,07SHA-115,Sharp,TIJUANA
BCA,TIJUANA,07SIO-69,Seminario,TIJUANA
BCA,TIJUANA,07TCD-69,Tecate Dos,TECATE
BCA,TIJUANA,07TCT-69,Tecate,TECATE
BCA,TIJUANA,07TCU-69,Tecate Uno,TECATE
BCA,TIJUANA,07TEE-69,Tecolote,TIJUANA
BCA,TIJUANA,07TJD-69,Subestacion Tijuana,TIJUANA
BCA,TIJUANA,07TJI-69,Tijuana Uno,TIJUANA
BCA,TIJUANA,07TOY-230,Toyota,TECATE
BCA,TIJUANA,07UND-69,Universidad,TIJUANA
BCA,TIJUANA,07VAS-69,P. I. Valle Sur,TIJUANA
BCA,TIJUANA,07VIG-69,Carga particular en linea de transmision HMO-63240-INA,TIJUANA
BCA,TIJUANA,07VPM-69,Valle de Palmas,TECATE
BCA,No Aplica,07IVY-230,Imperial Valley,No Aplica
BCA,No Aplica,07OMS-230,Otay Mesa,No Aplica
BCS,CONSTITUCION,07DOM-115,Santo Domingo,COMONDU
BCS,CONSTITUCION,07GAO-115,Central Termica Gral. Agustin Olachea,COMONDU
BCS,CONSTITUCION,07INS-115,Insurgentes,COMONDU
BCS,CONSTITUCION,07LAP-115,Las Pilas,COMONDU
BCS,CONSTITUCION,07LRO-115,Loreto,LORETO
BCS,CONSTITUCION,07PES-115,Puerto Escondido,LORETO
BCS,CONSTITUCION,07VIO-115,Villa Constitucion,COMONDU
BCS,LA PAZ,07BLE-115,Bledales,LA PAZ
BCS,LA PAZ,07CAR-115,Camino Real,LA PAZ
BCS,LA PAZ,07COR-230,Coromuel,LA PAZ
BCS,LA PAZ,07ETR-115,El Triunfo,LA PAZ
BCS,LA PAZ,07LFI-115,Los Filos,LA PAZ
BCS,LA PAZ,07LPZ-115,La Paz,LA PAZ
BCS,LA PAZ,07OLA-115,Olas Altas,LA PAZ
BCS,LA PAZ,07PAA-115,Palmira,LA PAZ
BCS,LA PAZ,07PCH-115,Pichilingue,LA PAZ
BCS,LA PAZ,07PUP-115,Punta Prieta,LA PAZ
BCS,LA PAZ,07RCO-115,El Recreo,LA PAZ
BCS,LA PAZ,07RFO-115,Rofomex,LA PAZ
BCS,LOS CABOS,07ASJ-115,Aeropuerto San Jose del Cabo,LOS CABOS
BCS,LOS CABOS,07CAB-115,Cabo  Bello,LOS CABOS
BCS,LOS CABOS,07CAD-115,Cabo San Lucas Dos,LOS CABOS
BCS,LOS CABOS,07CAF-115,Cabo Falso,LOS CABOS
BCS,LOS CABOS,07CAS-115,Cabo del Sol,LOS CABOS
BCS,LOS CABOS,07CRE-115,Cabo Real,LOS CABOS
BCS,LOS CABOS,07DLC-115,Desaladora Los Cabos,LOS CABOS
BCS,LOS CABOS,07MOR-115,Monte Real,LOS CABOS
BCS,LOS CABOS,07PML-115,Palmilla,LOS CABOS
BCS,LOS CABOS,07SJC-115,San Jose del Cabo,LOS CABOS
BCS,LOS CABOS,07SNT-115,Santiago,LOS CABOS
BCS,LOS CABOS,07TCB-115,Turbogas Los Cabos,LOS CABOS
SIN,CENTRO ORIENTE,01AAN-85,Actopan,ACTOPAN
SIN,CENTRO ORIENTE,01ACS-230,Aceros Corsa,TLALNEPANTLA DE BAZ
SIN,CENTRO ORIENTE,01AFM-230,Aeropuerto Internacional Felipe Angeles Maniobras,ZUMPANGO
SIN,CENTRO ORIENTE,01ANL-85,Atotonilco,ATOTONILCO DE TULA
SIN,CENTRO ORIENTE,01CCZ-230,Cementera Cruz Azul,SANTIAGO DE ANAYA
SIN,CENTRO ORIENTE,01CEA-85,Cementos Apaxco,APAXCO
SIN,CENTRO ORIENTE,01CFZ-85,Cementos Fortaleza,SANTIAGO DE ANAYA
SIN,CENTRO ORIENTE,01CRM-85,Carmen,AHUAZOTEPEC
SIN,CENTRO ORIENTE,01DCA-85,Dos Carlos,MINERAL DE LA REFORMA
SIN,CENTRO ORIENTE,01HDG-85,Hidalgo,PACHUCA DE SOTO
SIN,CENTRO ORIENTE,01IRO-230,Irolo,TEPEAPULCO
SIN,CENTRO ORIENTE,01JAS-85,Jasso,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01JRB-230,Jorobas,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01JUA-85,Juando,TETEPANGO
SIN,CENTRO ORIENTE,01LFG-230,Lafarge,ATOTONILCO DE TULA
SIN,CENTRO ORIENTE,01NEC-85,Necaxa,HUAUCHINANGO
SIN,CENTRO ORIENTE,01NOC-115,Nochistongo,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01OTM-230,Otumba Maniobras,OTUMBA
SIN,CENTRO ORIENTE,01PAC-85,Pachuca,PACHUCA DE SOTO
SIN,CENTRO ORIENTE,01PEM-230,Pemex Maniobras,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01PIR-85,Parque Industrial Reforma,MINERAL DE LA REFORMA
SIN,CENTRO ORIENTE,01PQI-115,Parque Industrial,TEPEJI DEL RIO DE OCAMPO
SIN,CENTRO ORIENTE,01PTL-85,Patla,JUAN GALINDO
SIN,CENTRO ORIENTE,01PYG-230,Procter and Gamble,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01RAT-230,Planta de Aguas Residuales Atotonilco,TEPEJI DEL RIO DE OCAMPO
SIN,CENTRO ORIENTE,01SAO-85,Salto,JUAN GALINDO
SIN,CENTRO ORIENTE,01STU-115,Santiago Tlautla,TEPEJI DEL RIO DE OCAMPO
SIN,CENTRO ORIENTE,01TCC-230,Tula Ciclo Combinado,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01TEP-85,Tepexic,JUAN GALINDO
SIN,CENTRO ORIENTE,01TIZ-230,Tizayuca,TIZAYUCA
SIN,CENTRO ORIENTE,01TLG-85,Tulancingo,TULANCINGO DE BRAVO
SIN,CENTRO ORIENTE,01TLT-85,Tolteca,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01TUL-230,Tula,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01TUL-400,Tula,TULA DE ALLENDE
SIN,CENTRO ORIENTE,01VIT-85,Vito,ATOTONILCO DE TULA
SIN,CENTRO ORIENTE,01VTU-85,Valle Tulancingo,TULANCINGO DE BRAVO
SIN,CENTRO SUR,01AIN-115,Atlacomulco Industrial,ATLACOMULCO
SIN,CENTRO SUR,01ANM-115,Agustin Millan,VALLE DE BRAVO
SIN,CENTRO SUR,01ANU-115,Arcelia Nueva,ARCELIA
SIN,CENTRO SUR,01ANU-69,Arcelia Nueva,ARCELIA
SIN,CENTRO SUR,01ATM-115,Altamirano Dos,PUNGARABATO
SIN,CENTRO SUR,01ATU-115,Atlacomulco Mexico,ATLACOMULCO
SIN,CENTRO SUR,01AUO-115,Aculco,ACULCO
SIN,CENTRO SUR,01AVA-115,Avandaro,VALLE DE BRAVO
SIN,CENTRO SUR,01BBR-115,Santa Barbara,SANTO TOMAS
SIN,CENTRO SUR,01CCM-115,Cerro del Campo,AMATEPEC
SIN,CENTRO SUR,01CMO-115,Campo Morado,ARCELIA
SIN,CENTRO SUR,01COM-115,Comalco,TEMOAYA
SIN,CENTRO SUR,01CSN-115,Canchesda Nueva,TEMASCALCINGO
SIN,CENTRO SUR,01DOG-115,Donato Guerra,DONATO GUERRA
SIN,CENTRO SUR,01ECB-115,Subestacion Cuatro Bombeo,DONATO GUERRA
SIN,CENTRO SUR,01EDB-115,Subestacion Dos Bombeo,DONATO GUERRA
SIN,CENTRO SUR,01ELG-115,El Gallo,CUTZAMALA DE PINZON
SIN,CENTRO SUR,01ENB-115,Subestacion Cinco Bombeo,VILLA VICTORIA
SIN,CENTRO SUR,01ESB-115,Subestacion Seis Bombeo,VILLA DEL CARBON
SIN,CENTRO SUR,01ETB-115,Subestacion Tres Bombeo,DONATO GUERRA
SIN,CENTRO SUR,01EUB-115,Subestacion Uno Bombeo,VALLE DE BRAVO
SIN,CENTRO SUR,01FPG-115,San Felipe del Progreso,SAN FELIPE DEL PROGRESO
SIN,CENTRO SUR,01FRR-115,San Francisco de los Reyes,TLALPUJAHUA
SIN,CENTRO SUR,01HTM-115,Huetamo,HUETAMO
SIN,CENTRO SUR,01INU-115,Industrias Unidas,JOCOTITLAN
SIN,CENTRO SUR,01ITD-115,Ixtlahuaca Dos,IXTLAHUACA
SIN,CENTRO SUR,01IUN-115,Iusasol 1,JOCOTITLAN
SIN,CENTRO SUR,01IXS-115,Ixtapan de la Sal Mexico,IXTAPAN DE LA SAL
SIN,CENTRO SUR,01IXT-115,Ixtapantongo,SANTO TOMAS
SIN,CENTRO SUR,01JID-115,Jilotepec Industrial,JILOTEPEC
SIN,CENTRO SUR,01JIL-115,Jilotepec Mexico,JILOTEPEC
SIN,CENTRO SUR,01LAC-115,La Ceiba,SAN LUCAS
SIN,CENTRO SUR,01LES-115,La Estancia,ACAMBAY DE RUIZ CASTAÑEDA
SIN,CENTRO SUR,01MTI-115,Minera Tizapa,ZACAZONAPAN
SIN,CENTRO SUR,01NTG-115,Nutrigo,IXTLAHUACA
SIN,CENTRO SUR,01PDO-115,Papelera el Nevado,ALMOLOYA DE JUAREZ
SIN,CENTRO SUR,01PLO-115,Placeres del Oro,COYUCA DE CATALAN
SIN,CENTRO SUR,01PLZ-115,Palizada Mexico,SAN JOSE DEL RINCON
SIN,CENTRO SUR,01SMT-115,San Mateo,ALMOLOYA DE JUAREZ
SIN,CENTRO SUR,01SSE-115,San Sebastian,MORELOS
SIN,CENTRO SUR,01TIN-115,Tingambato,OTZOLOAPAN
SIN,CENTRO SUR,01TJP-115,Tejupilco Edo de Mexico,TEJUPILCO
SIN,CENTRO SUR,01TMA-115,Tres Marias,ZACAZONAPAN
SIN,CENTRO SUR,01TPA-115,Tlapehuala,TLAPEHUALA
SIN,CENTRO SUR,01TQC-115,Tiquicheo,TIQUICHEO DE NICOLAS ROMERO
SIN,CENTRO SUR,01TTT-115,Texcaltitlan,TEXCALTITLAN
SIN,CENTRO SUR,01VGU-115,Villa Guerrero,VILLA GUERRERO
SIN,CENTRO SUR,01YBC-115,Yebucibi,ALMOLOYA DE JUAREZ
SIN,CENTRO SUR,01ZIR-69,Zirandaro,ZIRANDARO
SIN,LAZARO CARDENAS,01AMM-230,Arcelor Mittal Maniobras,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01ATG-69,Arteaga,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01ATS-115,APM Terminals,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01CAY-115,Cayacal,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01CNA-69,Cardenas,ARTEAGA
SIN,LAZARO CARDENAS,01CSR-115,Carbon Ser,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01GMY-115,Guacamaya,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01ISO-115,San Isidro,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01LCD-115,Lazaro Cardenas Distribucion,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01LCP-230,Lazaro Cardenas Potencia,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01LCP-400,Lazaro Cardenas Potencia,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01MIR-115,Mina Real,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01PIT-400,Pitirera,ARTEAGA
SIN,LAZARO CARDENAS,01PMT-115,Productora Mexicana de Tuberia,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01PMX-115,PEMEX,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01SCD-230,Sicartsa Dos,LAZARO CARDENAS
SIN,LAZARO CARDENAS,01VIL-230,Villita,LAZARO CARDENAS
SIN,VDM CENTRO,01ARA-85,Aragon,GUSTAVO A. MADERO
SIN,VDM CENTRO,01AUR-230,Aurora,CHIMALHUACAN
SIN,VDM CENTRO,01BUT-230,Buen Tono,CUAUHTEMOC
SIN,VDM CENTRO,01CDS-230,Condesa,CUAUHTEMOC
SIN,VDM CENTRO,01CHN-230,Chimalhuacan Movil,CHIMALHUACAN
SIN,VDM CENTRO,01CMC-230,Cuauhtemoc,CUAUHTEMOC
SIN,VDM CENTRO,01COY-230,Coyoacan,COYOACAN
SIN,VDM CENTRO,01CPG-230,Chapingo,TEXCOCO
SIN,VDM CENTRO,01CTD-230,Contadero,CUAJIMALPA DE MORELOS
SIN,VDM CENTRO,01DAA-230,Diana,BENITO JUAREZ
SIN,VDM CENTRO,01HTC-85,Huasteca,MIGUEL HIDALGO
SIN,VDM CENTRO,01INM-85,Industria Militar,NAUCALPAN DE JUAREZ
SIN,VDM CENTRO,01INN-85,Indianilla,CUAUHTEMOC
SIN,VDM CENTRO,01JAM-85,Jamaica,VENUSTIANO CARRANZA
SIN,VDM CENTRO,01KCR-230,Kilometro  0,CUAUHTEMOC
SIN,VDM CENTRO,01LAP-230,La Paz,LA PAZ
SIN,VDM CENTRO,01MER-230,Merced,CUAUHTEMOC
SIN,VDM CENTRO,01MGR-85,Milagros,NEZAHUALCOYOTL
SIN,VDM CENTRO,01MOS-230,Morales,MIGUEL HIDALGO
SIN,VDM CENTRO,01MOS-85,Morales,MIGUEL HIDALGO
SIN,VDM CENTRO,01MZA-85,Moctezuma,VENUSTIANO CARRANZA
SIN,VDM CENTRO,01NAR-230,Narvarte,BENITO JUAREZ
SIN,VDM CENTRO,01NET-85,Netzahualcoyotl,NEZAHUALCOYOTL
SIN,VDM CENTRO,01NON-85,Nonoalco,CUAUHTEMOC
SIN,VDM CENTRO,01PEN-230,Pensador,CUAUHTEMOC
SIN,VDM CENTRO,01PEV-230,Peralvillo,CUAUHTEMOC
SIN,VDM CENTRO,01PEX-85,Pemex,MIGUEL HIDALGO
SIN,VDM CENTRO,01PNT-85,Pantitlan,IZTACALCO
SIN,VDM CENTRO,01POO-230,Polanco,MIGUEL HIDALGO
SIN,VDM CENTRO,01PXA-85,Pemex Azcapotzalco,AZCAPOTZALCO
SIN,VDM CENTRO,01REF-85,Reforma,MIGUEL HIDALGO
SIN,VDM CENTRO,01RES-230,Los Reyes,MIGUEL HIDALGO
SIN,VDM CENTRO,01SSP-85,Secretaria de Seguridad Publica,ALVARO OBREGON
SIN,VDM CENTRO,01TAC-85,Tacuba,AZCAPOTZALCO
SIN,VDM CENTRO,01TYA-230,Tacubaya,MIGUEL HIDALGO
SIN,VDM CENTRO,01VER-230,Vertiz,BENITO JUAREZ
SIN,VDM CENTRO,01VRN-230,Veronica,TEXCOCO
SIN,VDM NORTE,01ACC-85,Aceros Corsa,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01ACM-85,Aceros Camesa,CUAUTITLAN
SIN,VDM NORTE,01ACN-85,Aceros Nacionales,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01ACO-230,Acolman,ACOLMAN
SIN,VDM NORTE,01ALR-85,Alpura,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01ATI-230,Atizapan,ATIZAPAN DE ZARAGOZA
SIN,VDM NORTE,01ATK-230,Aztecas,ECATEPEC DE MORELOS
SIN,VDM NORTE,01AUM-85,Auto Metales,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01AZC-230,Azcapotzalco,AZCAPOTZALCO
SIN,VDM NORTE,01BAR-85,Barrientos,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01BBV-230,BBVA Centro Tecnologico America,ATIZAPAN DE ZARAGOZA
SIN,VDM NORTE,01BDK-85,Becton Dickinson,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01CAH-85,Cementos Anahuac,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01CAR-85,Careaga,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01CEI-230,Ceilan,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01CFI-230,Cofraida,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01CHE-85,Campos Hermanos,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01CPM-230,Carton y Papel de Mexico,ECATEPEC DE MORELOS
SIN,VDM NORTE,01CRG-230,Cerro Gordo,ECATEPEC DE MORELOS
SIN,VDM NORTE,01CRG-85,Cerro Gordo,ECATEPEC DE MORELOS
SIN,VDM NORTE,01CTG-230,Cartagena,GUSTAVO A. MADERO
SIN,VDM NORTE,01CTT-85,Cuautitlan,CUAUTITLAN
SIN,VDM NORTE,01CYO-85,Coyotepec,TEPOTZOTLAN
SIN,VDM NORTE,01DCO-85,De Acero,TULTITLAN
SIN,VDM NORTE,01ECA-230,Ecatepec,ECATEPEC DE MORELOS
SIN,VDM NORTE,01EVD-230,El Vidrio,NICOLAS ROMERO
SIN,VDM NORTE,01FMC-85,Ford Motor Co,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01GUA-85,Guadalupe,GUSTAVO A. MADERO
SIN,VDM NORTE,01INS-85,Insurgentes,GUSTAVO A. MADERO
SIN,VDM NORTE,01ISC-85,Industrial San Cristobal,ECATEPEC DE MORELOS
SIN,VDM NORTE,01JDV-85,Jugos del Valle,TEPOTZOTLAN
SIN,VDM NORTE,01JLC-230,Jabon La Corona,ECATEPEC DE MORELOS
SIN,VDM NORTE,01LAQ-85,La Quebrada,TULTITLAN
SIN,VDM NORTE,01LAR-230,Las Americas,HUEHUETOCA
SIN,VDM NORTE,01LCT-85,La Costeña,ECATEPEC DE MORELOS
SIN,VDM NORTE,01LDG-230,Lago de Guadalupe,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01LEC-85,Lecheria,TULTITLAN
SIN,VDM NORTE,01LOM-85,Loma,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01LQX-85,Liquimex,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01LVE-230,Lomas Verdes,NAUCALPAN DE JUAREZ
SIN,VDM NORTE,01MAD-230,Madero,ECATEPEC DE MORELOS
SIN,VDM NORTE,01MLP-230,Chimalpa,NAUCALPAN DE JUAREZ
SIN,VDM NORTE,01NAU-85,Naucalpan,NAUCALPAN DE JUAREZ
SIN,VDM NORTE,01NFA-85,Nueva Fanal,TULTITLAN
SIN,VDM NORTE,01OCE-230,Oceania,VENUSTIANO CARRANZA
SIN,VDM NORTE,01PAT-85,Patera,GUSTAVO A. MADERO
SIN,VDM NORTE,01REM-230,Remedios,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01REM-85,Remedios,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01ROL-230,Caracol,ECATEPEC DE MORELOS
SIN,VDM NORTE,01SOX-230,Sosa Texcoco,ACOLMAN
SIN,VDM NORTE,01TCM-230,Tecamac,TECAMAC
SIN,VDM NORTE,01TEH-230,Tecamachalco,HUIXQUILUCAN
SIN,VDM NORTE,01TKM-230,Tecamac Movil,TECAMAC
SIN,VDM NORTE,01TRX-85,Trimex,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01TTH-230,Teotihuacan,ALVARO OBREGON
SIN,VDM NORTE,01VAE-230,Valle de Mexico,ECATEPEC DE MORELOS
SIN,VDM NORTE,01VAJ-230,Vallejo,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01VDF-85,Villa de las flores,COACALCO DE BERRIOZABAL
SIN,VDM NORTE,01VDM-85,Valle de Mexico Turbogas,ECATEPEC DE MORELOS
SIN,VDM NORTE,01VFI-85,Vitro Fibras,GUSTAVO A. MADERO
SIN,VDM NORTE,01VIC-230,Victoria,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01VIC-85,Victoria,CUAUTITLAN IZCALLI
SIN,VDM NORTE,01VLR-85,Vidriera los Reyes,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01VMA-400,Valle de Mexico Maniobras,AXAPUSCO
SIN,VDM NORTE,01VPM-85,Vidrio Plano de Mexico,TLALNEPANTLA DE BAZ
SIN,VDM NORTE,01XAL-230,Xalostoc,ECATEPEC DE MORELOS
SIN,VDM NORTE,01ZAE-85,Zapata Embases,CUAUTITLAN
SIN,VDM NORTE,01ZUM-85,Zumpango,CUAUTITLAN IZCALLI
SIN,VDM SUR,01AAP-85,Apaplastic,LERMA
SIN,VDM SUR,01AGU-230,Aguilas,ALVARO OBREGON
SIN,VDM SUR,01AGV-85,Agua Viva,AMECAMECA
SIN,VDM SUR,01AMO-85,Amomolulco,LERMA
SIN,VDM SUR,01ANS-85,San Andres,IZTAPALAPA
SIN,VDM SUR,01ATE-230,Atenco,ATENCO
SIN,VDM SUR,01ATE-85,Atenco,ATENCO
SIN,VDM SUR,01AVT-85,Avante Textil,TOLUCA
SIN,VDM SUR,01AYO-230,Ayotla,CHALCO
